time_min,time_hour,interval_min,total_load_kw
5265,87.75,15.0,176.37545454545455
5280,88.0,15.0,176.37545454545455
5295,88.25,15.0,176.37545454545455
5310,88.5,15.0,176.37545454545455
5325,88.75,15.0,176.37545454545455
5340,89.0,15.0,176.37545454545455
5355,89.25,15.0,176.37545454545455
5370,89.5,15.0,176.37545454545455
5385,89.75,15.0,176.37545454545455
5400,90.0,15.0,176.37545454545455
5415,90.25,15.0,176.37545454545455
5430,90.5,15.0,176.37545454545455
5445,90.75,15.0,176.37545454545455
5460,91.0,15.0,176.37545454545455
5475,91.25,15.0,176.37545454545455
5490,91.5,15.0,176.37545454545455
5505,91.75,15.0,176.37545454545455
5520,92.0,15.0,176.37545454545455
5535,92.25,15.0,211.69745454545455
5550,92.5,15.0,235.24545454545455
5565,92.75,15.0,235.24545454545455
5580,93.0,15.0,235.24545454545455
5595,93.25,15.0,235.24545454545455
5610,93.5,15.0,235.24545454545455
5625,93.75,15.0,235.24545454545455
5640,94.0,15.0,235.24545454545455
5655,94.25,15.0,235.24545454545455
5670,94.5,15.0,235.24545454545455
5685,94.75,15.0,235.24545454545455
5700,95.0,15.0,235.24545454545455
5715,95.25,15.0,185.82339393939395
5730,95.5,15.0,178.22
5745,95.75,15.0,211.54266666666666
5760,96.0,15.0,240.7
5775,96.25,15.0,240.7
5790,96.5,15.0,240.7
5805,96.75,15.0,240.7
5820,97.0,15.0,240.7
5835,97.25,15.0,240.7
5850,97.5,15.0,240.7
5865,97.75,15.0,240.7
5880,98.0,15.0,240.7
5895,98.25,15.0,240.7
5910,98.5,15.0,240.7
5925,98.75,15.0,240.7
5940,99.0,15.0,240.7
5955,99.25,15.0,240.7
5970,99.5,15.0,240.7
5985,99.75,15.0,240.7
6000,100.0,15.0,240.7
6015,100.25,15.0,171.514
6030,100.5,15.0,125.39
6045,100.75,15.0,125.39
6060,101.0,15.0,125.39
6075,101.25,15.0,125.39
6090,101.5,15.0,125.39
6105,101.75,15.0,125.39
6120,102.0,15.0,125.39
6135,102.25,15.0,125.39
6150,102.5,15.0,125.39
6165,102.75,15.0,125.39
6180,103.0,15.0,178.06733333333335
6195,103.25,15.0,181.82999999999998
6210,103.5,15.0,181.82999999999998
6225,103.75,15.0,181.82999999999998
6240,104.0,15.0,181.82999999999998
6255,104.25,15.0,181.82999999999998
6270,104.5,15.0,181.82999999999998
6285,104.75,15.0,181.82999999999998
6300,105.0,15.0,182.174
6315,105.25,15.0,186.37876190476192
6330,105.5,15.0,238.02142857142857
6345,105.75,15.0,238.02142857142857
6360,106.0,15.0,238.02142857142857
6375,106.25,15.0,238.02142857142857
6390,106.5,15.0,238.02142857142857
6405,106.75,15.0,238.02142857142857
6420,107.0,15.0,238.02142857142857
6435,107.25,15.0,238.02142857142857
6450,107.5,15.0,238.02142857142857
6465,107.75,15.0,238.02142857142857
6480,108.0,15.0,238.02142857142857
6495,108.25,15.0,238.02142857142857
6510,108.5,15.0,238.02142857142857
6525,108.75,15.0,238.02142857142857
6540,109.0,15.0,238.02142857142857
6555,109.25,15.0,238.02142857142857
6570,109.5,15.0,238.02142857142857
6585,109.75,15.0,238.02142857142857
6600,110.0,15.0,238.02142857142857
6615,110.25,15.0,238.02142857142857
6630,110.5,15.0,238.02142857142857
6645,110.75,15.0,238.02142857142857
6660,111.0,15.0,238.02142857142857
6675,111.25,15.0,238.02142857142857
6690,111.5,15.0,238.02142857142857
6705,111.75,15.0,238.02142857142857
6720,112.0,15.0,238.02142857142857
6735,112.25,15.0,238.02142857142857
6750,112.5,15.0,238.02142857142857
6765,112.75,15.0,238.02142857142857
6780,113.0,15.0,238.02142857142857
6795,113.25,15.0,219.57761904761904
6810,113.5,15.0,182.69
6825,113.75,15.0,240.7
6840,114.0,15.0,240.7
6855,114.25,15.0,240.7
6870,114.5,15.0,240.7
6885,114.75,15.0,240.7
6900,115.0,15.0,240.7
6915,115.25,15.0,240.7
6930,115.5,15.0,240.7
6945,115.75,15.0,213.22733333333332
6960,116.0,15.0,181.82999999999998
6975,116.25,15.0,181.82999999999998
6990,116.5,15.0,181.82999999999998
7005,116.75,15.0,181.82999999999998
7020,117.0,15.0,181.82999999999998
7035,117.25,15.0,181.82999999999998
7050,117.5,15.0,181.82999999999998
7065,117.75,15.0,181.82999999999998
7080,118.0,15.0,181.82999999999998
7095,118.25,15.0,181.82999999999998
7110,118.5,15.0,181.82999999999998
7125,118.75,15.0,182.28866666666667
7140,119.0,15.0,77.08333333333333
7155,119.25,15.0,102.71333333333334
7170,119.5,15.0,222.87866666666667
7185,119.75,15.0,248.2
7200,120.0,15.0,248.2
7215,120.25,15.0,248.2
7230,120.5,15.0,248.2
7245,120.75,15.0,248.2
7260,121.0,15.0,248.2
7275,121.25,15.0,248.2
7290,121.5,15.0,248.2
7305,121.75,15.0,248.2
7320,122.0,15.0,248.2
7335,122.25,15.0,248.2
7350,122.5,15.0,248.2
7365,122.75,15.0,248.2
7380,123.0,15.0,248.2
7395,123.25,15.0,248.2
7410,123.5,15.0,248.2
7425,123.75,15.0,248.2
7440,124.0,15.0,248.2
7455,124.25,15.0,248.2
7470,124.5,15.0,248.2
7485,124.75,15.0,248.2
7500,125.0,15.0,248.2
7515,125.25,15.0,248.2
7530,125.5,15.0,248.2
7545,125.75,15.0,248.2
7560,126.0,15.0,248.2
7575,126.25,15.0,200.42933333333332
7590,126.5,15.0,193.07999999999998
7605,126.75,15.0,193.07999999999998
7620,127.0,15.0,193.07999999999998
7635,127.25,15.0,193.07999999999998
7650,127.5,15.0,193.07999999999998
7665,127.75,15.0,193.07999999999998
7680,128.0,15.0,193.07999999999998
7695,128.25,15.0,193.07999999999998
7710,128.5,15.0,193.07999999999998
7725,128.75,15.0,193.07999999999998
7740,129.0,15.0,193.07999999999998
7755,129.25,15.0,193.07999999999998
7770,129.5,15.0,193.07999999999998
7785,129.75,15.0,193.07999999999998
7800,130.0,15.0,193.07999999999998
7815,130.25,15.0,159.90666666666667
7830,130.5,15.0,68.67999999999999
7845,130.75,15.0,98.74222222222221
7860,131.0,15.0,181.41333333333333
7875,131.25,15.0,181.41333333333333
7890,131.5,15.0,181.41333333333333
7905,131.75,15.0,181.41333333333333
7920,132.0,15.0,181.41333333333333
7935,132.25,15.0,181.41333333333333
7950,132.5,15.0,181.41333333333333
7965,132.75,15.0,181.41333333333333
7980,133.0,15.0,181.41333333333333
7995,133.25,15.0,181.41333333333333
8010,133.5,15.0,181.41333333333333
8025,133.75,15.0,181.41333333333333
8040,134.0,15.0,181.41333333333333
8055,134.25,15.0,181.41333333333333
8070,134.5,15.0,181.41333333333333
8085,134.75,15.0,181.41333333333333
8100,135.0,15.0,181.41333333333333
8115,135.25,15.0,181.41333333333333
8130,135.5,15.0,181.41333333333333
8145,135.75,15.0,181.41333333333333
8160,136.0,15.0,181.41333333333333
8175,136.25,15.0,181.41333333333333
8190,136.5,15.0,181.41333333333333
8205,136.75,15.0,181.41333333333333
8220,137.0,15.0,181.41333333333333
8235,137.25,15.0,181.41333333333333
8250,137.5,15.0,181.41333333333333
8265,137.75,15.0,181.41333333333333
8280,138.0,15.0,181.41333333333333
8295,138.25,15.0,181.41333333333333
8310,138.5,15.0,181.41333333333333
8325,138.75,15.0,181.41333333333333
8340,139.0,15.0,181.41333333333333
8355,139.25,15.0,181.41333333333333
8370,139.5,15.0,181.41333333333333
8385,139.75,15.0,181.41333333333333
8400,140.0,15.0,181.41333333333333
8415,140.25,15.0,181.41333333333333
8430,140.5,15.0,181.41333333333333
8445,140.75,15.0,181.41333333333333
8460,141.0,15.0,127.79644444444443
8475,141.25,15.0,66.52
8490,141.5,15.0,66.52
8505,141.75,15.0,66.52
8520,142.0,15.0,66.52
8535,142.25,15.0,66.52
8550,142.5,15.0,60.14133333333332
8565,142.75,15.0,59.16
8580,143.0,15.0,89.05409523809523
8595,143.25,15.0,116.07542857142857
8610,143.5,15.0,117.37142857142857
8625,143.75,15.0,166.57704761904762
8640,144.0,15.0,184.47
8655,144.25,15.0,167.692
8670,144.5,15.0,121.63999999999999
8685,144.75,15.0,117.39399999999999
8700,145.0,15.0,57.949999999999996
8715,145.25,15.0,57.949999999999996
8730,145.5,15.0,57.949999999999996
8745,145.75,15.0,57.949999999999996
8760,146.0,15.0,57.949999999999996
8775,146.25,15.0,57.949999999999996
8790,146.5,15.0,57.949999999999996
8805,146.75,15.0,57.949999999999996
8820,147.0,15.0,57.949999999999996
8835,147.25,15.0,57.949999999999996
8850,147.5,15.0,57.949999999999996
8865,147.75,15.0,57.949999999999996
8880,148.0,15.0,57.949999999999996
8895,148.25,15.0,57.949999999999996
8910,148.5,15.0,57.949999999999996
8925,148.75,15.0,57.949999999999996
8940,149.0,15.0,57.95
8955,149.25,7.0,57.95
